Total Backlinks,Domain Rating,URL Rating,Referring Domains,Referring Page URL,Referring Page Title,Internal Links Count,External Links Count,Link URL,TextPre,Link Anchor,TextPost,Type,Backlink Status,First Seen,Last Check,Day Lost,Language,Traffic (desc),Keywords,Js rendered,Linked Domains
25,84,35,568,https://ta.wikipedia.org/wiki/??????,?????? - ????? ??????????????,748,691,http://www.dlib.pdn.ac.lk:8080/jspui/bitstream/123456789/3125/1/D.P.M. Weerakkody - Modern Sri Lanka Studies Vol. II Nos. I & II - 1987.pdf,"DPM. "" Sri Lanka and the Roman Empire "". Peradeniya University.",??? ????????????????,"21 ?????????? 2013 ????? ?????????????. ??????? ???? 26 November 2012. ""The commentator",Nofollow,,8/1/2021 23:55,8/18/2021 3:08,,ta,164,15,,400
38,84,25,100,https://si.wikipedia.org/wiki/??????,?????? - ??????????,230,97,http://www.pdn.ac.lk/,,????????? ????? ??????????? ??? ???? ?????,,Nofollow,,4/25/2018 7:28,8/16/2021 7:51,,,151,3,,81
157,24,19,19,http://www.dea.gov.lk/goraka/,Goraka – Dept. of Export Agriculture,53,42,http://www.agri.pdn.ac.lk/,,Faculty Of Agriculture University of Peradeniya,,Dofollow,,10/3/2020 13:04,8/18/2021 3:42,,en,117,18,,27
43,7,24,21,http://www.gjrti.gov.lk/,GJRTI,57,20,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,7/26/2021 15:35,8/18/2021 20:05,,,92,73,,14
1633,17,20,23,https://www.mytutor.lk/government_course.php,Government Courses in Sri Lanka - Mytutor.lk,97,20,https://mgt.pdn.ac.lk/postgraduate_unit/,,Application,,Dofollow,,7/22/2021 5:35,8/18/2021 0:11,,,90,28,,15
10,5,9,3,https://eusl-energy.firebaseapp.com/,EUSL-Home,29,22,https://www.pdn.ac.lk/,,University of Peradeniya,,"Dofollow, Image",,8/2/2021 7:56,8/18/2021 18:01,,,87,4,,17
8,79,17,9,http://www.naro.affrc.go.jp/archive/niaes/marco/index_j.html,MARCO?????????????????????? ???????????,39,42,http://www.pdn.ac.lk/agri/,,"Faculty of Agriculture, University of Peradeniya",", Peradeniya, Sri Lanka",Dofollow,,3/25/2017 4:19,8/17/2021 20:19,,,86,25,,25
1,45,10,1,https://iesl.lk/index.php?option=com_newsdisplay&view=announcements&Itemid=261&lang=en,Announcements,184,264,http://eng.pdn.ac.lk/actsed,and please upload the full paper to the conference website,http://eng.pdn.ac.lk/actsed,"on or before July 01, 2019.",Dofollow,,6/27/2019 3:18,8/16/2021 10:29,,en,84,131,,36
4,90,14,2,https://forestgeo.si.edu/sites/asia/sinharaja,Sinharaja | ForestGEO,295,13,http://www.pdn.ac.lk/,,university of peradeniya crest University of Peradeniya,,"Dofollow, Image",,6/8/2020 15:45,8/11/2021 3:53,,en,80,48,,8
5,20,28,49,https://www.stomaeduj.com/,STOMATOLOGY EDU JOURNAL,139,182,https://dental.pdn.ac.lk/Oral Medicine/Dr.Kalani.php,,Pilana Vithanage Kalani Shihanika Hettiarrachch,i: ORCIDiD | Publons |,Dofollow,,4/5/2021 23:57,8/18/2021 18:22,,en,75,62,,44
5,85,36,186,https://en.wikivoyage.org/wiki/Sri_Lanka,Sri Lanka – Travel guide at Wikivoyage,276,80,http://arts.pdn.ac.lk/pali/,Buddhist Studies and Pali Language. The universities of,Peradeniya,and Kelaniya offer a variety of Buddhist studies and Pali,"Nofollow, Content",,7/21/2020 8:30,8/18/2021 5:14,,en,58,211,,38
2,91,32,86,http://aima.cs.berkeley.edu/adoptions.html,1529 Schools Worldwide That Have Adopted AIMA,17,1523,http://www.pgis.pdn.ac.lk/programmes/msc/csc.htm,"of @ ; Peradeniya, U of, PostGraduate Inst. of Science",@,"; Ruhana, U of @ ; Sri Lanka Inst. of",Dofollow,,6/6/2020 23:36,8/12/2021 13:20,,en,52,79,,678
1,80,12,1,https://www.thehealthy.com/adhd/home-remedies-adhd/,9 Home Remedies for ADHD That Are Worth a Try | The Healthy,61,46,http://med.pdn.ac.lk/departments/physiology/staff/kahathuduwa.html,"of L-theanine and caffeine that may improve ADHD symptoms, says",Chanaka N. Kahathuduwa,", PhD, assistant professor at Texas Tech University Health Sciences",Nofollow,,11/8/2019 14:45,8/12/2021 21:51,,en,47,285,,28
231,34,33,77,http://www.saciwaters.org/,SaciWATERs,12,59,https://www.pdn.ac.lk/,,Image placeholder,,"Dofollow, Image",,9/6/2020 0:48,8/18/2021 16:53,,,43,34,,40
215,35,30,73,http://www.pgis.lk/,,0,1,http://www.pgis.pdn.ac.lk/,,,,"Dofollow, Redirect",,2/1/2018 22:08,8/18/2021 0:50,,,41,2,,1
5,89,25,201,https://ar.wikipedia.org/wiki/?????_?????????????,????? ????????????? - ?????????,633,429,http://www.dlib.pdn.ac.lk:8080/jspui/bitstream/123456789/2369/1/K.T. Silva - 2001.pdf,. www.dlib.pdn.ac.lk. ????? ??,?????,,Nofollow,,6/1/2017 0:06,8/15/2021 21:14,,ur,40,30,,190
2,83,18,14,https://www.american.edu/cas/economics/gender/,"Program on Gender Analysis in Economics | American University, Washington, DC",168,44,http://arts.pdn.ac.lk/econ/,"Open Society Foundation, the PGAE has partnered with faculty from",University of Peredeniya,in Sri Lanka and a number of other universities in,Dofollow,,7/16/2021 13:03,8/7/2021 12:11,,,39,57,,23
1,72,16,3,https://www.jsme.or.jp/ted/yotei.html,???? ?????? ?????,52,121,https://www.pdn.ac.lk/istp28/,,The 28th International Symposium on Transport Phenomena(ISTP-28),,Dofollow,,5/3/2017 4:59,3/29/2020 11:34,,ja,34,29,,67
2,31,24,36,https://www.iaoo.pro/,IAOO | International Academy of Oral Oncology,38,17,http://www.pdn.ac.lk/centers/croc/,,,,"Dofollow, Image",,7/22/2021 11:03,8/18/2021 17:36,,en,33,24,,14
4,21,8,1,http://www.theraphosidae.be/poecilotheria-regalis/,Poecilotheria regalis - Theraphosidae,65,46,http://www.pdn.ac.lk/cjsbs/cjsps/text/text34.7.pdf,•,Study of the distribution of the genus Poecilotheria (Theraphosidae) in Sri Lanka,.,"Dofollow, Content",,3/1/2016 21:40,8/17/2021 6:44,,,33,11,,18
1,29,9,1,https://www.plantcelltechnology.com/blog/how-to-propagate-orchids-using-tissue-culture-methods/,How to Propagate Orchids using Tissue Culture methods - Plant Cell Technology | Your partner in plant tissue culture,60,14,http://www.pgis.pdn.ac.lk/yrf/sci2014/5/final 01_Part5.pdf,,http://www.pgis.pdn.ac.lk/yrf/sci2014/5/final%2001_Part5.pdf,,"Dofollow, Content",,9/16/2020 23:56,8/15/2021 19:50,,en,32,105,,13
7,91,18,8,https://stats.moodle.org/sites/index.php?country=LK,Registered sites,281,227,http://ehub.agri.pdn.ac.lk/,,"Agri eHub - Faculty of Agriculture, University of Peradeniya",,Dofollow,,5/19/2020 20:08,8/17/2021 19:47,,en,31,79,,126
315,39,16,14,http://www.rjt.ac.lk/library/,RUSL Library,66,92,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,3/22/2015 12:05,8/17/2021 22:42,,en,30,58,,65
4,89,15,40,https://th.wikipedia.org/wiki/???????????????,??????????????? - ??????????,97,63,http://www.pdn.ac.lk/socs/zaup/reptiles/,"of Zoology, Faculty of Science, University of Peradeniya. PDF at",Sri Lanka Reptile,. Retrieved 14 March 2007.,Nofollow,,11/19/2016 17:24,8/16/2021 9:25,,th,28,4,,45
2,11,23,23,https://lankasee.com/,LankaSee | News and Events,219,204,http://www.pdn.ac.lk/,,???????,,Dofollow,,6/6/2020 10:20,8/18/2021 17:13,,ta,22,3,,83
4,81,21,18,https://www.hokudai.ac.jp/international3/internationalization/data/folder/,????? | ??????? | ??????? - ?????,246,368,http://www.pdn.ac.lk/,,???????,???????* ?,Dofollow,,10/22/2018 20:02,8/17/2021 13:46,,,22,62,,203
52,16,22,24,https://studentlanka.com/2010/04/20/online-degrees-in-sri-lanka/,Online degrees and Courses in Sri Lanka,66,21,http://www.pdn.ac.lk/cdce/Deg.php,,University of Peradeniya,,"Dofollow, Content",,8/27/2017 8:59,8/12/2021 1:15,,en,20,16,,11
1,79,15,5,https://matadornetwork.com/read/8-epic-hiking-trails-sri-lanka/,"Sri Lanka’s best hikes: Little Adam’s, Pidurangala, Nine-Arch Bridge",164,38,https://www.pdn.ac.lk/index.php,"entry points, one of which is located close to the",University of Peradeniya,". Patched with thick grasslands, the trail is often home",Dofollow,,7/14/2021 20:49,8/17/2021 19:33,,en,20,32,,15
6,82,20,13,http://www.healthdata.org/about/collaborators,Collaborators | Institute for Health Metrics and Evaluation,81,95,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,1/1/2019 6:06,8/12/2021 22:55,,en,18,24,,48
29,81,31,67,https://news.mongabay.com/2021/05/sri-lanka-to-ban-palm-oil-imports-raze-plantations-over-environmental-concerns/,"Sri Lanka to ban palm oil imports, raze plantations over environmental concerns",181,49,http://agri.pdn.ac.lk/,a member of the expert panel and professor in the,Faculty of Agriculture,"at the University of Peradeniya, said the proliferation of oil","Dofollow, Content",,5/9/2021 9:07,8/17/2021 5:24,,en,18,43,,30
12,71,12,2,http://www.saitama-u.ac.jp/international/oversea/list/,???? | ??????? | ????????????????? | ???????,97,220,http://www.pdn.ac.lk/,,http://www.pdn.ac.lk/,,Dofollow,,11/19/2016 13:33,8/9/2021 0:26,,ja,17,20,,124
2,87,17,58,https://hi.wikipedia.org/wiki/????_??_???-????,???? ?? ???-???? - ??????????,201,65,http://www.pdn.ac.lk/socs/zaup/reptiles/affinities.html,"""????????"" .",???,?? 4 ????? 2016 ?? ?????????,Nofollow,,1/15/2019 1:24,8/10/2021 2:26,,hi,15,6,,42
3,90,16,40,https://tr.wikipedia.org/wiki/Russell_engere?i,Russell engere?i - Vikipedi,147,74,http://www.pdn.ac.lk/socs/zaup/reptiles/,20 Eylül 2008 tarihinde Wayback Machine sitesinde ar?ivlendi . at,Sri Lanka Reptile,18 A?ustos 2009 tarihinde Wayback Machine sitesinde ar?ivlendi .. 14,Nofollow,,5/31/2020 6:05,8/13/2021 11:06,,tr,14,1,,51
1,61,15,8,https://nerdschalk.com/how-to-enable-noise-cancellation-for-meetings-on-zoom/,How to enable Noise Cancellation for meetings on Zoom,32,5,http://eng.pdn.ac.lk/,,Mahinda Chandrasiri,,"Nofollow, UGC",,7/13/2021 11:32,8/18/2021 2:07,,en,14,63,,5
1,72,11,1,http://www.aag.org/cs/programs/international/developingregions/asia/departments,Academic Departments | AAG,36,94,http://arts.pdn.ac.lk/geography/,,University of Peradeniya,,"Dofollow, Content",,7/13/2019 5:38,8/13/2021 23:48,,en,13,15,,71
17,1,8,3,https://filehik.com/ba-external-bba-online-application-university-of-peradeniya/,"BA (External), BBA (Online) Application - University Of Peradeniya - Filehik.com",108,98,http://www.pdn.ac.lk/cdce/tools/cdceonline/views/Application.php?program_id=1&ac_year=2019,,BA External,,"Dofollow, Content",,12/12/2020 17:00,8/17/2021 20:21,,en,13,19,,11
2,66,12,3,https://www.gfmer.ch/Medical_search/Countries/SriLanka.htm,"Medical schools, governments, ministries, medical associations : Sri Lanka",14,22,http://med.pdn.ac.lk/,,"Faculty of Medicine, University of Peradeniya",,Dofollow,,12/18/2016 11:16,8/15/2021 6:38,,en,12,72,,14
2,0,0,0,https://www.thingstodo.lk/hanthana-mountain/,Hanthana Mountain Range : Thingstodo Sri Lanka,95,8,https://www.pdn.ac.lk/,and it is made up of seven mountain ranges. Beautiful,Peradeniya University,is also located on the lower slope of the Hanthana,Dofollow,,9/13/2019 4:50,7/15/2021 12:59,,en,11,7,,6
3,36,8,0,https://libsys.wyb.ac.lk/library-services-of-university-libraries-in-sri-lanka/,library web URLs of university libraries in Sri Lanka – WULN,25,22,http://www.lib.pdn.ac.lk/,University of Peradeniya PDN,http://www.lib.pdn.ac.lk/,,Dofollow,,4/20/2021 8:04,8/15/2021 0:41,,en,10,28,,17
1,91,15,0,https://entrepreneurship.ieee.org/speaker/chanaka-hettige/,Chanaka Hettige - IEEE Entrepreneurship,56,17,https://www.pdn.ac.lk/,its first year of international expansion. Chanaka graduated from the,University of Peradeniya,", Sri Lanka where he received his BSc Engineering Degree",Dofollow,,10/25/2019 19:02,7/11/2021 6:50,,en,9,8,,9
2,88,29,57,https://www.newscientist.com/article/dn19784-mercury-poisoning-makes-male-birds-homosexual/,Mercury poisoning makes male birds homosexual | New Scientist,65,31,http://www.pdn.ac.lk/vet/,University of Florida in Gainesville and Nilmini Jayasena of the,University of Peradeniya,", Sri Lanka, captured 160 young white ibises from south","Dofollow, Content",,11/10/2015 5:11,8/15/2021 4:47,,en,9,20,,15
2,90,19,7,http://www-jmg.ch.cam.ac.uk/data/c2k/world.html,chemistry in the rest of the world,26,1124,http://sci.pdn.ac.lk/chemistry/,,University of Peradeniya,,Dofollow,,10/29/2019 0:03,8/16/2021 19:44,,,9,23,,626
1,25,7,0,https://www.domeats.com/how-long-does-coconut-flour-last/,How Long Does Coconut Flour Last? Expiry Explained – Dom Eats,14,10,http://www.pgia.pdn.ac.lk/files/Annual_congress/journel/v18/12.pdf,have a moisture content ranging from 3% to 5% (,1,", 2 ); These levels are low enough to prevent","Dofollow, Content",,5/27/2021 6:30,8/8/2021 17:55,,en,9,41,,8
2,53,13,5,https://www.microwaves101.com/encyclopedias/microwave-colleges,Microwaves101 | Microwave Colleges,889,139,http://eng.pdn.ac.lk/pages/departmentHome/EE/otherpages/staff/aruna.html,of Dr. Aruna Gunawardena. His web page can be found,here,". Below, Dr. G. discusses some of the capabilities and",Dofollow,,6/30/2016 18:34,8/17/2021 13:05,,,9,12,,56
8,71,10,0,http://www.irdc.saga-u.ac.jp/ja/abroad/FOREIGN UNIVERSITYES.html,???????????????????????????????,30,53,http://www.pdn.ac.lk/,,,,"Dofollow, Image, Content",,10/18/2018 20:31,2/17/2021 7:24,,,9,2,,28
1,18,31,114,https://www.asianelephantresearch.com/,????????????????????????????????????????? ???????????????????? – Center of Elephant and Wildlife Research Chiang Mai University,36,26,http://vet.pdn.ac.lk/,,,,"Dofollow, Image",,7/9/2021 3:03,8/18/2021 20:06,,,8,34,,16
2,0,2,1,http://aslamsaja.com/,Saja AMA – Inspiring Speaker | Accredited Facilitator | Leading Trainer | Innovative Researcher,33,17,http://www.pdn.ac.lk/,,M.Sc. Eng,,"Dofollow, Image",,10/31/2018 7:34,8/18/2021 18:54,,en,7,11,,8
2,25,13,6,https://eduid.at/entities/idp/interfed,eduID.at Verzeichnis,3,7411,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,9/4/2019 14:43,8/18/2021 10:03,,,7,477,,4180
15,7,9,3,http://internationalschoolguide.com/everything_url.htm,URL,0,22046,http://www.lib.pdn.ac.lk/,,http://www.lib.pdn.ac.lk/,,Dofollow,,7/29/2021 9:36,8/14/2021 1:58,,,7,234,,9710
2,79,22,28,https://www.cs.odu.edu/~sampath/,Sampath Jayarathna,108,80,http://www.scs.pdn.ac.lk/,,"Department of Computer Science & Statistics, University of Peradeniya, Sri Lanka",,Dofollow,,11/6/2018 20:45,8/6/2021 20:29,,,7,17,,26
2,43,15,9,http://ieomsociety.org/ieom2016/,IEOM 2016 | Industrial engineering and operations management conference,54,60,http://www.pdn.ac.lk/,,University of Peradeniya,,"Dofollow, Image",,11/24/2015 20:02,8/12/2021 15:24,,,7,11,,27
1,23,7,0,https://edurank.org/uni/university-of-peradeniya/,University of Peradeniya [Acceptance Rate + Statistics],118,4,https://www.pdn.ac.lk/?from=edurank.org,,www.pdn.ac.lk,,Nofollow,,10/12/2020 17:46,8/18/2021 6:00,,en,6,26,,4
8,46,23,21,https://tamilnation.org/culture/dance/index.htm,Bharata Natyam - Classical Dance of the Ancient Tamils,34,74,http://www.pdn.ac.lk/socs/snsangam/,,"Sangeetha Natiya Sangam, University of Peradeniya, Eelam",,Dofollow,,9/13/2019 1:44,8/17/2021 20:52,,,6,70,,33
2,78,12,1,https://tethys-engineering.pnnl.gov/organizations/university-peradeniya,University of Peradeniya | Tethys Engineering,47,7,https://www.pdn.ac.lk/,,https://www.pdn.ac.lk/academics/academics.php,,Dofollow,,3/13/2020 12:02,8/16/2021 4:50,,en,5,45,,6
2,52,9,0,https://www.addresources.org/sci-moodle,Sci Moodle Portal - AddResources,64,11,http://scimoodle.pdn.ac.lk/,,Sci moodle,,Nofollow,,6/3/2021 5:37,8/15/2021 19:03,,,4.6,2,,6
2,4,11,6,https://asia.2graduate.com/colleges_universities_graduate_schools/Sri_Lanka/,List of Colleges and Universities in Sri Lanka : 2graduate,55,52,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,5/5/2018 13:53,8/16/2021 12:40,,,4.1,13,,28
1,13,0,0,https://slhealthinfo.lk/for-nurse/,For Nurse - SL Health Info,31,11,https://ahs.pdn.ac.lk/dept_and_unit/Nur/index,,"Department of Nursing, Faculty of Allied Health Science, University of Peradeniya",,Dofollow,,5/27/2021 7:55,7/9/2021 15:55,,en,4.1,4,,7
2,79,11,0,https://snl.no/Kandy,Kandy – Store norske leksikon,76,3,https://www.pdn.ac.lk/,I forstaden Peradeniya ligger også,University of Peradeniya,.,"Dofollow, Content",,2/2/2019 7:54,8/13/2021 16:50,,da,4,1,,2
1,67,15,7,https://technical.edugain.org/isFederatedCheck/Organisations/,isFederated Check - Known Federations,24,8694,https://www.pdn.ac.lk/,,University of Peradeniya - Sri Lanka,", eduGAIN support contact: tharinduc@pdn.ac.lk",Dofollow,,9/6/2019 6:44,6/4/2021 23:17,,en,3.9,103,,4816
4,4,12,5,https://waterharmony.net/,Water Harmony – Research Group Website,11,118,https://www.pdn.ac.lk/,,UoP,,"Dofollow, Image",,6/4/2021 19:03,8/18/2021 10:23,,en,3.9,31,,73
4,46,9,0,https://www.batticaloa.mc.gov.lk/quick_links.php,Batticaloa Municipal Council,38,72,http://www.pdn.ac.lk/,,University of peradeniya,,Dofollow,,5/3/2021 23:30,8/16/2021 22:05,,,3.8,2,,43
2,70,13,3,https://wiki.archiveteam.org/index.php/ArchiveBot/Educational_institutions/list,ArchiveBot/Educational institutions/list - Archiveteam,4,29737,http://www.pdn.ac.lk/,| label = Cz?stochowa University of Technology http://www.pdc.edu/ http://www.pdkv.ac.in/,http://www.pdn.ac.lk/,http://www.pdpu.ac.in/ http://www.pdpu.edu.ua/en/ | label = South Ukrainian National Pedagogical University,"Nofollow, Content",,2/14/2021 19:21,8/17/2021 19:49,,,3.4,299,,15753
5,96,21,12,https://cmt3.research.microsoft.com/About/Recent,Microsoft Conference Management Toolkit,3716,3459,http://www.pgis.pdn.ac.lk/rescon/2016/,,http://www.pgis.lk/rescon2016/,,Dofollow,,8/23/2020 21:55,7/8/2021 1:57,,,3.2,139,,1823
4,31,10,2,http://mdpglobal.org/global-mdp-association/partner-mdp-institutions/university-of-peradeniya/,University of Peradeniya - GlobalMDP,61,10,http://www.pdn.ac.lk/arts/econ/mdp/?page_id=18,"date, deadline may be extended see link for details. Link:",http://www.pdn.ac.lk/arts/econ/mdp/?page_id=18,,"Dofollow, Content",,5/22/2016 20:56,8/17/2021 2:19,,en,2.8,40,,3
19,6,11,5,https://www.ggxlog.net/,GenoGraphiX-LOG : Keystroke Logging Software for Education and Writing Research,15,14,https://www.pdn.ac.lk/,,University of Peradeniya,,"Dofollow, Image",,2/22/2021 8:53,8/18/2021 11:48,,,2.7,4,,10
14,68,17,8,https://wikieducator.org/UPE,User page expo - WikiEducator,277,95,http://www.pdn.ac.lk/,"Lanka. In addition, she is a research student at the",University of Peradeniya,. She joined the Faculty of Music at the University,"Nofollow, Content",,5/27/2015 19:24,8/11/2021 5:59,,en,2.7,9,,52
4,17,8,1,https://ahead.lk/ubl-cell-web-links/,UBL Cell Web Links -,16,20,http://www.pdn.ac.lk/centers/ubl,,http://www.pdn.ac.lk/centers/ubl/,,Dofollow,,11/12/2020 12:43,8/12/2021 16:57,,en,2.7,53,,15
43,2,22,23,https://www.lankauniversity-news.com/p/sri-lanka-university-ranking.html,Sri Lanka University News Education Campus School Latest Updates ????? ???? ????? ???????? ?????: University Ranking,372,148,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,5/11/2018 18:03,8/12/2021 1:38,,en,2.5,18,,76
2,48,11,2,https://www.plant-phenotyping.org/index.php?index=858,Erasmus Program in Plant Breeding,93,42,http://www.pdn.ac.lk/,,,,"Dofollow, Image",,9/13/2020 0:17,8/18/2021 14:52,,en,2.5,6,,25
1,78,20,28,https://www.bbk.ac.uk/our-staff/profile/8488377/muthu-de-silva,"Dr Muthu De Silva — Birkbeck, University of London",130,24,https://www.pdn.ac.lk/,",","University of Peradeniya, Sri Lanka",,Dofollow,,4/16/2021 8:24,8/17/2021 23:03,,,2.4,38,,15
4,9,27,43,https://www.pannagam.com/,Pannagam.Com | News | Live Broadcast | Social Service |Village Improvement,38,83,http://www.pdn.ac.lk/,,???????,,Dofollow,,6/25/2021 14:04,8/18/2021 19:47,,ta,2.4,2,,39
15,15,9,2,https://www.coursenet.lk/institute/1086/centre-for-distance-and-continuing-education-cdce-university-of-peradeniya,Centre for Distance and Continuing Education - CDCE - University of Peradeniya | Coursenet,16,8,http://www.pdn.ac.lk/cdce,,http://www.pdn.ac.lk/cdce,,"Dofollow, Content",,5/4/2020 4:43,8/17/2021 22:57,,en,2.3,26,,5
8,86,22,41,https://people.eng.unimelb.edu.au/malkah/,Dr Malka N. Halgamuge,26,43,http://www.pdn.ac.lk/,"of Engineering in Department of Production Engineering, Faculty of Engineering,",University of Peradeniya,", Sri Lanka (1993-1997).",Dofollow,,12/9/2020 4:12,8/14/2021 2:06,,en,2.3,15,,20
2,0,6,2,http://www.puaan.org.au/,Peradeniya University Alumni Association of NSW,22,7,https://www.pdn.ac.lk/alumni/,,AAUP News,,Dofollow,,7/25/2020 22:37,8/18/2021 10:29,,,2.3,5,,4
1,36,14,9,https://metadata.swamid.se/all-idp.html,eduGAIN - IdP,148,7440,https://www.pdn.ac.lk/,,University of Peradeniya - Sri Lanka,,Dofollow,,4/23/2021 14:59,8/17/2021 9:28,,en,2.1,42,,4162
1,59,12,3,https://www.lankabusinessonline.com/opinion-why-are-tamil-medium-junior-school-students-doing-so-abysmally-in-sri-lanka/,Opinion: Why are Tamil Medium junior school students doing so abysmally in Sri Lanka? – Lanka Business Online,84,11,http://arts.pdn.ac.lk/education/images/actionrsub.pdf,Another very interesting report published in 2002 titled “,School Improvement: an action-based case study conducted in a disadvantaged school in Sri Lanka,"”, by Dr.Subhashinie Wijesundera of Peredeniya University, provides an insight","Dofollow, Content",,6/14/2019 21:04,8/16/2021 21:25,,,2.1,7,,8
2,4,5,0,https://hackathons.lk/hack/aces-coders-v80/,ACES Coders v8.0 | Hackathons.lk Sri Lanka's Hub for Hackathons,5,12,http://aces.ce.pdn.ac.lk/coders_v8.0/,,http://aces.ce.pdn.ac.lk/coders_v8.0/,,Dofollow,,2/13/2020 11:04,8/13/2021 10:39,,en,1.9,1,,5
