Total Backlinks,Domain Rating,URL Rating,Referring Domains,Referring Page URL,Referring Page Title,Internal Links Count,External Links Count,Link URL,TextPre,Link Anchor,TextPost,Type,Backlink Status,First Seen,Last Check,Day Lost,Language,Traffic (desc),Keywords,Js rendered,Linked Domains
3,92,23,8,https://link.springer.com/article/10.1007/s12144-019-00554-w,Do the happy-go-lucky? | SpringerLink,43,445,https://fcms.kln.ac.lk/,"level inventors.Journal of Business and Technology, 1(1), 4–37 Retrieved from",https://fcms.kln.ac.lk,.,"Dofollow, Content",,12/13/2019 9:41,8/12/2021 11:29,,en,10,148,,24
2,36,8,0,https://libsys.wyb.ac.lk/library-services-of-university-libraries-in-sri-lanka/,library web URLs of university libraries in Sri Lanka – WULN,25,22,https://library.kln.ac.lk/index.php/,University of Kelaniya KLN,https://library.kln.ac.lk/index.php/en/,,Dofollow,,4/20/2021 8:04,8/15/2021 0:41,,en,10,28,,17
11,90,19,7,http://www-jmg.ch.cam.ac.uk/data/c2k/world.html,chemistry in the rest of the world,26,1124,http://www.kln.ac.lk/science/Chemistry/index.html,,University of Kelaniya,?? (June 2017),Dofollow,,10/29/2019 0:03,8/16/2021 19:44,,,9,23,,626
2,38,16,5,http://www.stuartxchange.org/KablingParang.html,Kabling-parang / Anisomeles indica / MALABAR CATMINT: Philippine Medicinal Herbs / StuartXchange,22,43,http://repository.kln.ac.lk/handle/123456789/1572,,Diuretic activity of leaf and stem decoctions of Anisomeles indica,"/ Dharmasiri, M.G.; Ratnasooriya, W.D.; Thabrew, M.I. / Journal of",Dofollow,,11/16/2020 5:30,8/16/2021 4:47,,,8,15,,28
1,34,8,0,https://www.anokhilife.com/culture-and-lifestyle-art-history-of-sri-lanka-3-pioneering-modern-artists-you-should-know/,Art History Of Sri Lanka: 3 Pioneering Modern Artists You Should Know,177,26,http://pgiar.kln.ac.lk/,Weerasinghe wears several hats. He is the Head of the,Postgraduate Institute of Archaeology in Sri Lanka,and his work reflects a strong mix of his role,"Dofollow, Content",,5/26/2020 15:00,8/15/2021 22:13,,en,7,25,,16
1,87,14,2,https://yourbusiness.azcentral.com/needbased-motivation-vs-cognitivebased-motivation-14684.html,Need-Based Motivation vs. Cognitive-Based Motivation | Your Business,111,42,http://repository.kln.ac.lk/99/1/HRM008.pdf,,"Do Need-Based Motivation Practices Make Happy Employees? Integrating the Supply Chain of Happiness with Employee Motivation; C.N. Wickramasinghe, et al.",,Nofollow,,1/16/2018 7:57,8/14/2021 9:08,,,7,52,,27
8,77,22,28,https://www.uni-bamberg.de/en/studies/partner-universities/,Partner Universities - Studies,77,740,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,11/27/2017 6:01,8/18/2021 6:30,,en,7,4,,387
10,42,10,2,https://1library.net/document/zxnmd6wq-faculty-graduate-studies-fgs-university-kelaniya-sri-lanka.html,"Faculty of Graduate Studies (FGS) University of Kelaniya, Sri Lanka",35,3,http://www.kln.ac.lk/fgs/,,http://www.kln.ac.lk/fgs/,,Nofollow,,2/14/2021 7:27,8/17/2021 12:33,,en,7,15,,2
2,25,13,6,https://eduid.at/entities/idp/interfed,eduID.at Verzeichnis,3,7411,http://gwai.kln.ac.lk/,,"Gampaha Wickramarachchi Ayurveda Institute, University of Kelaniya",,Dofollow,,3/15/2020 8:17,8/18/2021 10:03,,,7,477,,4180
10,7,9,3,http://internationalschoolguide.com/everything_url.htm,URL,0,22046,http://www.kln.ac.lk/,,http://www.kln.ac.lk/,,Dofollow,,7/29/2021 9:36,8/14/2021 1:58,,,7,234,,9710
1,35,9,1,https://www.forwardpress.in/2019/08/pola-festival-gond-hindi/,"???????? ?? ????, ?????? ???? ?? ????? ?? ???? ?? ???? | ??????? ?????",85,22,http://repository.kln.ac.lk/bitstream/handle/123456789/11486/86-93.pdf?sequence=1&isAllowed=y,"???? ???? ?????? ????? ????????, ?????? ?? ?????? ????? 88.",http://repository.kln.ac.lk/bitstream/handle/123456789/11486/86-93.pdf?sequence=1&isAllowed=y,,"Dofollow, Content",,9/5/2019 8:57,8/9/2021 15:41,,hi,7,4,,15
2,68,10,0,https://juniperpublishers.com/jojdc/JOJDC.MS.ID.555558.php,The Role of Indigenous Products in Cosmetology from Ancient to Modern Times,66,48,http://repository.kln.ac.lk/handle/123456789/3654,,"Gunawardana, V DN S (2010) The Ancient Hospital Complex at Mihinthale In Sri Lanka. In: (3rd edn), International congress, Society of South Asian Archaeology (SOSAA), Centre for Asian Studies, University of Kelaniya, Sri Lanka, 20-21: p. 37.",,"Dofollow, Content",,3/7/2021 9:17,8/4/2021 5:54,,,7,32,,29
6,25,8,1,https://www.baiscopelk.com/vettah-2016-with-sinhala-subtitles/,Vettah (2016) with Sinhala Subtitles | ?????????? ??????? ??????? ???? ?? ????…! [????? ???????? ???] – ????????? ???????? – ????? ??????? ???? ????? – Sinhala Subtitles,237,29,http://kln.ac.lk/,,???? ?????????,,"Nofollow, UGC",,6/29/2020 6:33,8/18/2021 10:54,,si,6,5,,13
3,69,12,1,https://clinmedjournals.org/articles/ianhc/international-archives-of-nursing-and-health-care-ianhc-3-068.php?jid=ianhc,"Work Stress, Coping Strategies and Levels of Depression among Nurses Working in Mental Health Hospital in Port-Said City",33,79,http://repository.kln.ac.lk/handle/123456789/15459,,Nayomi W (2016) Workplace stress in nursing: a literature review. Journal of Social Statistics 3: 47-53.,,"Dofollow, Content",,4/13/2018 12:14,7/9/2021 16:11,,,6,19,,24
2,42,17,12,https://www.cpdbox.com/summary-of-ias-17-leases/,IAS 17 Leases - CPDbox - Making IFRS Easy,64,15,http://www.kln.ac.lk/,,Saman Bandara,,"Nofollow, UGC",,10/7/2020 14:53,8/16/2021 20:53,,en,6,35,,9
1,18,7,0,https://www.aswis.org/research-reports-articles,Research Reports & Articles | ASWIS,44,8,http://repository.kln.ac.lk/xmlui/bitstream/handle/123456789/12070/journal1 (1).200-204.pdf?sequence=1&isAllowed=y.,,http://repository.kln.ac.lk/xmlui/bitstream/handle/123456789/12070/journal1%20(1).200-204.pdf?sequence=1&isAllowed=y.,,"Dofollow, Content",,7/15/2020 0:17,8/11/2021 3:47,,en,5,32,,8
19,1,12,7,https://alpastpapers.com/university-of-kelaniya-external-degree-b-b-mgt-b-com-special/,University Of Kelaniya External Degree : B.B. Mgt.& B.Com. (Special) - A/L Past Papers.Com,39,3,http://www.cdce.kln.ac.lk/,,Centre for Distance and Continuing Education,,"Nofollow, Content",,2/15/2021 14:56,8/18/2021 6:02,,en,5,85,,3
8,91,17,6,https://reproductive-health-journal.biomedcentral.com/articles/10.1186/s12978-017-0349-7,Social capital and health during pregnancy; an in-depth exploration from rural Sri Lanka | Reproductive Health | Full Text,42,132,http://www.kln.ac.lk/medicine/depts/publichealth/Fixed_Learning/annual_report_2013.pdf,Lanka: Ministry of Health and Indigenous Medicine; 2013. Available from:,http://www.kln.ac.lk/medicine/depts/publichealth/Fixed_Learning/annual_report_2013.pdf,.,"Dofollow, Content",,3/29/2020 13:56,8/13/2021 7:18,,en,4.9,75,,26
90,29,30,61,http://www.antbase.net/,A Taxonomic Ant Picturebase of Asia and Europe,203,200,http://www.kln.ac.lk/,am delighted to host 10th ANeT Conference and workshop at,University of Kelaniya,", Sri Lanka, in 2015"", says Prof. R.K.S. Dias ,",Dofollow,,7/22/2020 13:28,8/18/2021 17:03,,,4.8,16,,65
2,57,16,9,https://www.antwiki.org/wiki/Sri_Lanka,Sri Lanka - AntWiki,464,12,https://units.kln.ac.lk/rcar/index.php/about-us,better focus through contemporary research by Dr. Ratnayake Dias (,1,", 2 ) and her colleagues. The most recent faunal",Nofollow,,10/29/2020 20:33,8/11/2021 4:02,,en,4.7,13,,7
43,0,0,0,http://sdc2016.weebly.com/,Home,16,4,https://cal.kln.ac.lk/,,CAL Login,,Dofollow,,8/4/2021 13:57,8/18/2021 19:24,,,4.6,3,,2
1,85,12,0,https://www.international.hu-berlin.de/de/studierende/ins-ausland/weltweit-uv/asien,Asien — Humboldt-Universität International,42,40,https://units.kln.ac.lk/cfir/,,University of Kelaniya,,"Dofollow, Content",,7/9/2021 2:11,8/5/2021 2:03,,de,4.4,53,,34
1,81,26,32,https://news.mongabay.com/2021/06/sri-lanka-braces-for-fallout-of-sunken-cargo-ships-toxic-payload/,Sri Lanka braces for fallout of sunken cargo ship’s toxic payload,181,33,https://science.kln.ac.lk/depts/bota/index.php/prof-mala-damayanthi-amarasinghe,"seen everywhere along the beaches,” says Mala Damayanthi Amarasinghe, a",senior professor at the University of Kelaniya,.,"Dofollow, Content",,7/4/2021 21:45,8/18/2021 19:05,,en,4,132,,21
2,73,11,0,http://www.dailymirror.lk/press-releases/Going-back-to-our-roots--Our-grandparents’-diet-and-lifestyle/335-193529,Daily Mirror - Going back to our roots. Our grandparents’ diet and lifestyle,86,41,http://repository.kln.ac.lk/handle/123456789/7833,"tales. Ranasinghe, M.L.G.T.T, University of Kelaniya, International Conference on Humanities,2015,",http://repository.kln.ac.lk/handle/123456789/7833,),"Dofollow, Content",,8/10/2020 16:09,9/11/2020 17:28,,en,3.9,1,,28
2,67,15,7,https://technical.edugain.org/isFederatedCheck/Organisations/,isFederated Check - Known Federations,24,8694,http://gwai.kln.ac.lk/,,"Gampaha Wickramarachchi Ayurveda Institute, University of Kelaniya",", eduGAIN support contact: hasitha@kln.ac.lk",Dofollow,,4/3/2020 22:40,6/4/2021 23:17,,en,3.9,103,,4816
1,42,22,25,https://slasscom.lk/about-us/,About Us – Slasscom,72,25,https://www.kln.ac.lk/index.php/en/,,,,"Dofollow, Image",,6/24/2020 3:50,8/18/2021 16:35,,en,3.8,3,,20
4,46,9,0,https://www.batticaloa.mc.gov.lk/quick_links.php,Batticaloa Municipal Council,38,72,http://www.kln.ac.lk/,,University of kelanya,,Dofollow,,5/3/2021 23:30,8/16/2021 22:05,,,3.8,2,,43
9,58,11,1,https://www.university-directory.eu/Sri-Lanka/Gampaha-Wickramarachchi-Ayurveda-Institute.html,Gampaha Wickramarachchi Ayurveda Institute | University Directory,89,3,http://www.kln.ac.lk/wickramarachchi/,,Gampaha Wickramarachchi Ayurveda Institute,,Nofollow,,3/23/2017 18:05,11/22/2020 23:36,,en,3.7,6,,2
7,9,13,7,https://uplankajobs.com/2021/05/17/aptitude-tests-2020-2021university-of-kelaniya/,Aptitude Tests 2020/2021:University of Kelaniya | uplankajobs.com,69,9,https://aptitude.kln.ac.lk/,,Online,,Dofollow,,5/17/2021 22:27,8/16/2021 20:08,,en,3.6,14,,7
4,70,13,3,https://wiki.archiveteam.org/index.php/ArchiveBot/Educational_institutions/list,ArchiveBot/Educational institutions/list - Archiveteam,4,29737,http://www.kln.ac.lk/,| label = Klinikum der Universität München http://www.kliuc.edu.my/ http://www.klmu.edu.my/,http://www.kln.ac.lk/,http://www.klu.edu.tr/dil/en | label = K?rklareli University http://www.kluniversity.in/ | label =,"Nofollow, Content",,2/14/2021 19:21,8/17/2021 19:49,,,3.4,299,,15753
2,74,14,4,https://asiafoundation.org/2016/03/16/deforestation-now-urgent-concern-in-post-war-sri-lanka/,Deforestation Now Urgent Concern in Post-War Sri Lanka | The Asia Foundation,61,20,http://www.kln.ac.lk/,,Kumudini Sandesha,,"Nofollow, UGC",,11/4/2017 7:27,8/15/2021 21:45,,en,3.2,9,,10
23,96,21,12,https://cmt3.research.microsoft.com/About/Recent,Microsoft Conference Management Toolkit,3716,3459,http://conf.kln.ac.lk/ICACT2018/,,http://conf.kln.ac.lk/ICACT2018/,,Dofollow,,8/23/2020 21:55,7/8/2021 1:57,,,3.2,139,,1823
2,22,11,4,https://arealnews.com/www-cdce-kln-ac-lk-result/,Www.cdce.kln.ac.lk Result 2021 University Of Kelaniya Results,49,15,http://www.cdce.kln.ac.lk/,,Click Here,,Dofollow,,5/10/2021 9:12,8/18/2021 6:05,,en,3.2,66,,9
2,75,16,8,https://www.ancient-origins.net/ancient-places-asia/kelaniya-raja-maha-vihara-0013229,"A 2,500-year-old Site Blessed by Buddha - Kelaniya Raja Maha Vihara | Ancient Origins",163,29,http://repository.kln.ac.lk/handle/123456789/18050,Available at:,http://repository.kln.ac.lk/handle/123456789/18050,,Nofollow,,2/5/2020 15:39,8/17/2021 22:45,,en,3,11,,18
2,37,8,0,https://srilanka.factcrescendo.com/2021/02/10/baseless-allegations-claiming-that-kelani-university-doctorate-program-is-awarded-on-favourations/,FACT CHECK: ?????? ????? ????????? ?????? ?????? ???????? ?? ??? ?????? - Factcrescendo Sri Lanka,49,19,http://fcms.kln.ac.lk/dbakelaniya/?page_id=41,,???????? ????? ?????? ?????,??????? ????? ??????????? ??????? ?? ???????? ???????? ???????? ?? ???????,"Dofollow, Content",,7/7/2021 1:25,7/30/2021 14:31,,si,2.7,5,,13
1,17,8,1,https://ahead.lk/ubl-cell-web-links/,UBL Cell Web Links -,16,20,https://ublc.kln.ac.lk/,,https://ublc.kln.ac.lk,,Dofollow,,8/12/2021 16:57,8/12/2021 16:57,,en,2.7,53,,15
67,8,11,5,https://www.applications.lk/courses/courses-by-university-of-kelaniya/master-of-arts-programme-2018-2019-faculty-of-graduate-studies,Master of Arts Programme 2018 / 2019 - Faculty of Graduate Studies - University of Kelaniya,106,5,https://sis.kln.ac.lk/eApplication/index.php?selectedDegreeType=MA in Linguistics,,Apply online (Master of Arts in Linguistics),,"Dofollow, Content",,5/17/2021 15:32,8/16/2021 21:25,,en,2.6,10,,4
44,2,22,23,https://www.lankauniversity-news.com/p/sri-lanka-university-ranking.html,Sri Lanka University News Education Campus School Latest Updates ????? ???? ????? ???????? ?????: University Ranking,372,148,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,5/11/2018 18:03,8/12/2021 1:38,,en,2.5,18,,76
4,9,27,43,https://www.pannagam.com/,Pannagam.Com | News | Live Broadcast | Social Service |Village Improvement,38,83,http://www.kln.ac.lk/,,????,,Dofollow,,6/25/2021 14:04,8/18/2021 19:47,,ta,2.4,2,,39
8,5,5,0,https://loginports.com/www-fcms-com-119514,Www Fcms Com Login and Support,28,10,http://lms.kln.ac.lk/fcms/login/index.php,,Login here using your username and password (Cookies must be enabled in your browser) Help with Cookies must be enabled in your browser. Username.,,Nofollow,,6/17/2020 16:53,8/17/2021 4:27,,en,2.3,6,,8
2,36,14,9,https://metadata.swamid.se/all-idp.html,eduGAIN - IdP,148,7440,http://gwai.kln.ac.lk/,,"Gampaha Wickramarachchi Ayurveda Institute, University of Kelaniya",,Dofollow,,4/23/2021 14:59,8/17/2021 9:28,,en,2.1,42,,4162
8,85,25,27,https://www.ala.org/educationcareers/employment/foreigncredentialing/worldlist,World List | Education & Careers,370,3259,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,8/3/2021 1:57,8/16/2021 20:33,,en,1.7,4,,565
36,8,7,1,http://192.248.64.59/library/index.php,Home,19,73,http://www.kln.ac.lk/units/library/,,"Library, University of Kelaniya",,Dofollow,,1/11/2021 3:03,8/15/2021 2:59,,en,1.5,12,,21
42,0,0,0,http://www.sipwin.lk/contact.html,www.Sipwin.lk,7,8,http://www.kln.ac.lk/,,Univercity Of Kelaniya,,Dofollow,,5/7/2019 15:03,8/18/2021 18:52,,,1.4,2,,6
1,0,3,0,https://adarawadannisadas.blogspot.com/2021/06/sinhala-nisadas-yaluwo-u-me-sinhala.html,Sinhala Nisadas Yaluwo / U & me sinhala - Home | Facebook / Geththam arana channel intro sinhala nisadas love nisadas sinhala kavi sithuwili. - adara wadan nisadas,12,36,https://hu.kln.ac.lk/depts/sinhala/images/SINHALA-_LOGO.png,,Contextual translation of nisadas sinhala into sinhala. Rev.Okkampitiye Pannasara Thero,,"Dofollow, Image",,7/1/2021 19:59,8/15/2021 1:43,,en,1.4,8,,13
19,67,12,4,https://www.soka.ac.jp/global/global-approach/network/list/asia/,??? | ???? | Discover your potential ??????,81,213,http://www.kln.ac.lk/,,???????University of Kelaniya,,Dofollow,,7/13/2019 8:22,8/11/2021 7:09,,ja,1.3,19,,136
